,date,sign,lemm_tokens
254,2021-01-22,cancer,"['словно', 'ангелхранитель', 'решать', 'проблема', 'близкий', 'очень', 'время', 'пора', 'задуматься', 'смело', 'отказывать', 'просьба', 'концентрироваться', 'тот', 'вопрос', 'который', 'давать', 'покой', 'долгий', 'время', 'также', 'звезда', 'советовать', 'браться', 'новый', 'проект', 'дело', 'прошлый', 'задача', 'быть', 'выполняться', 'тяжело', 'долго', 'лишь', 'вытягивать', 'время', 'сила']"
255,2021-01-22,leo,"['расслабиться', 'спланировать', 'выходной', 'сегодня', 'стоить', 'нагружать', 'работа', 'домашний', 'хлопоты', 'иначе', 'ваш', 'самочувствие', 'настроение', 'испортиться', 'общаться', 'окружающий', 'строить', 'план', 'будущее', 'это', 'получаться', 'прекрасно', 'ваш', 'обаяние', 'харизма', 'день', 'мочь', 'околдовать', 'любой', 'поэтому', 'пользоваться', 'этот', 'природный', 'дар', 'налево', 'направо']"
256,2021-01-22,virgo,"['обожать', 'давать', 'совет', 'учить', 'коготь', 'жизнь', 'обычный', 'время', 'это', 'выходить', 'боком', 'сегодня', 'каждый', 'ваш', 'напутствие', 'укреплять', 'карма', 'стоить', 'осуществлять', 'свой', 'грандиозный', 'план', 'работать', 'покладай', 'рука', 'следующий', 'неделя', 'ваш', 'мысль', 'намерение', 'мочь', 'изменить', 'свой', 'направление', '180', 'градус', 'также', 'звезда', 'советовать', 'маленький', 'откровенничать', 'сболтнуть', 'лишний']"
257,2021-01-22,libra,"['сегодня', 'звезда', 'указать', 'вещь', 'тема', 'человек', 'который', 'стоить', 'присмотреться', 'возможно', 'помощь', 'смочь', 'добиться', 'поставить', 'цель', 'торопиться', 'переделать', 'дело', 'работать', 'комфортный', 'режим', 'понедельник', 'смочь', 'закончить', 'начать', 'также', 'стоить', 'полагаться', 'воля', 'случай', 'бояться', 'рисковать', 'сегодня', 'крупно', 'везти']"
258,2021-01-22,scorpio,"['работать', 'покладай', 'рука', '\xa0плохой', 'идея', 'день', 'дать', 'присматриваться', 'наблюдать', 'планировать', 'также', 'вселенная', 'попытаться', 'заключить', 'вы', 'сделка', 'сегодня', 'чемтый', 'пожертвовать', 'завтра', 'получить', 'чтоть', 'взамен', 'подумать', 'согласный', 'отказаться', 'возможно', 'дорогой', 'вещь', 'человек', 'план', 'приманить', 'жизнь', 'чтоть', 'новый', 'неизвестный']"
259,2021-01-22,sagittarius,"['выпасть', 'отличный', 'возможность', 'заразить', 'коллега', 'начальство', 'свой', 'идея', 'стоить', 'делать', 'это', 'спокойно', 'мягко', 'давление', 'иначе', 'мочь', 'столкнуться', 'противодействие', 'испортить', 'свой', 'план', 'также', 'сегодня', 'ваш', 'язык', 'подвести', 'поэтому', 'редкий', 'общаться', 'нужный', 'авторитетный', 'человек', 'давать', 'совет', 'близкие', 'выйти', 'боком']"
260,2021-01-22,capricorn,"['расслабиться', 'перестать', 'критиковать', 'другой', 'ваш', 'завысить', 'ожидание', 'портить', 'жизнь', 'давать', 'вести', 'свободно', 'раскованно', 'наслаждаться', 'эмоция', 'ваш', 'близкие', 'также', 'звезда', 'советовать', 'доверять', 'близкие', 'человек', 'личный', 'тайна', 'сегодня', 'близкий', 'человек', 'разочаровать', 'предать', 'полезно', 'решать', 'сложный', 'вопрос', 'помощь', 'креатив']"
261,2021-01-22,aquarius,"['стоить', 'выходить', 'дом', 'лишний', 'возможность', 'остаться', 'самый', 'интересный', 'проходить', 'именно', 'предел', 'ваш', 'семейный', 'гнёздышко', 'также', 'взять', 'дополнительный', 'выходной', 'полениться', 'сегодня', 'прокрастинация', 'помочь', 'придумать', 'гениальный', 'план', 'понять', 'двигаться', 'далёкий', 'бояться', 'делиться', 'идея', 'близкий', 'подсказать', 'осуществить', 'будущее']"
262,2021-01-22,pisces,"['сегодня', 'попытаться', 'обмануть', 'слишком', 'внимательный', 'мелочь', 'поэтому', 'вряд', '«купитесь»', 'чьюто', 'ложь', 'также', 'звезда', 'советовать', 'день', 'встречаться', 'партнёр', 'заключать', 'сделка', 'прежде', 'стоить', 'поискать', 'новый', 'модель', 'поведение', 'переговоры', 'старый', 'работать', 'эффективно', 'стоить', 'доверять', 'тайна', 'комулибо', 'человек', 'мочь', 'разболтать', 'запретный', 'информация']"
263,2021-01-23,aries,"['тот', 'дело', 'тот', 'человек', 'который', 'сегодня', 'ворваться', 'ваш', 'жизнь', 'сохраниться', 'долгий', 'время', 'поэтому', 'выбирать', 'занятие', 'щепетильный', 'отказываться', 'совершенно', 'нравиться', 'полезно', 'день', 'искать', 'ответ', 'вопрос', 'исправлять', 'старый', 'ошибка', 'возможно', 'получиться', 'попытаться', 'стоить', 'звезда', 'обещать', 'помочь', 'сложный', 'момент']"
264,2021-01-23,gemini,"['сегодня', 'стоить', 'общаться', 'тот', 'человек', 'который', 'точно', 'знать', 'хотеть', 'жизнь', 'добиться', 'вдохновить', 'новый', 'начинание', 'вредный', 'день', 'доверять', 'внутренний', 'ощущение', 'эмоция', 'мочь', 'серьёзно', 'подвести', 'также', 'звезда', 'советовать', 'выбирать', 'тот', 'дело', 'который', 'приносить', 'радость', 'мочь', 'закрепиться', 'ваш', 'жизнь', 'долгий', 'период']"
265,2021-01-23,taurus,"['окружающий', 'намерить', 'уступать', 'некоторый', 'прийтись', 'столкнуться', 'словесный', 'битва', 'отстоять', 'свой', 'мнение', 'чтоть', 'доказать', 'спорить', 'бить', 'кулак', 'грудь', 'хороший', 'выход', 'искать', 'компромисс', 'пытаться', 'договориться', 'это', 'сработать', 'также', 'день', 'сложно', 'распоряжаться', 'свой', 'время', 'свободно', 'заниматься', 'хотеться', 'это', 'лишь', 'день', 'потерпеть']"
266,2021-01-23,cancer,"['расставлять', 'приоритет', 'смело', 'выбрасывать', 'свой', 'жизнь', 'ненужный', 'забота', 'дело', 'вещь', 'пытаться', 'обращать', 'внимание', 'мелкий', 'неудача', 'маленький', 'нервничать', 'это', 'съедать', 'ваш', 'время', 'отдалять', 'поставить', 'цель', 'напряжение', 'стресс', 'мешать', 'двигаться', 'далёкий', 'разгрузиться', 'помощь', 'общение', 'любимый', 'человек', 'спорт', 'вечером', '«призрак', 'прошлого»', 'мочь', 'напомнить', 'бояться', 'они', '«связываться»', 'этот', 'встреча', 'подарить', 'новый', 'возможность']"
267,2021-01-23,leo,"['отличный', 'время', 'строить', 'план', 'думать', 'будущее', 'активный', 'действие', 'воздержаться', 'совет', 'распространяться', 'работа', 'домашний', 'хлопоты', 'также', 'любой', 'трудность', 'сегодня', 'решить', 'помощь', 'смекалка', 'интуиция', 'кроме', 'полезно', 'опираться', 'чужой', 'опыт', 'свой', 'прошлый', 'ошибка', 'это', 'помочь', 'наступить', 'один', 'тот', 'грабли', 'очередной', 'вечером', 'звезда', 'обещать', 'небольшой', 'подарок', 'неожиданный', 'деньга']"
268,2021-01-23,virgo,"['расставлять', 'приоритет', 'наводить', 'порядок', 'тот', 'сфера', 'жизнь', 'который', 'сильно', 'страдать', 'также', 'очень', 'важно', 'работать', 'перспектива', 'будущее', 'стабильный', 'безопасный', 'звезда', 'кстати', 'подкинуть', 'немало', 'шанс', 'изменить', 'свой', 'настоящий', 'преуспеть', 'карьера', 'обязательно', 'воспользоваться', 'они', 'личный', 'отношение', 'царить', 'мир', 'любовь', 'взаимопонимание', 'наслаждаться', 'это', 'время']"
269,2021-01-23,libra,"['позволить', 'полениться', 'заняться', 'любимый', 'дело', 'сегодня', 'выходной', 'хороший', 'стратегия', 'зарядиться', 'энергия', 'новый', 'рабочий', 'неделя', 'общение', 'радужно', 'прийтись', 'соблюдать', 'граница', 'идти', 'уступка', 'разжечь', 'конфликт', 'также', 'звезда', 'советовать', 'бояться', 'сложность', 'обстоятельство', 'смочь', 'понять', 'разом', 'совершать', 'ошибка', 'исправить', 'узнать', 'какой', 'сторона', 'двигаться', 'ваш', 'жизнь']"
270,2021-01-23,scorpio,"['перемена', 'мочь', 'принести', 'проблема', 'особенно', 'инициатор', 'выступить', 'начинать', 'знакомиться', 'кемлибо', 'это', 'обернуться', 'лишний', 'нерв', 'неприятность', 'сконцентрироваться', 'незавершённый', 'дело', 'старый', 'сложный', 'проект', 'близкий', 'человек', 'также', 'звезда', 'советовать', 'время', 'отключить', 'эгоизм', 'стоить', 'думать', 'счастие', 'благополучие', 'свой', 'семья', 'друг', 'коллега']"
271,2021-01-23,sagittarius,"['сегодня', 'позитивный', 'новость', 'быть', 'сыпаться', 'ваш', 'голова', 'весь', 'день', 'также', 'напомнить', '«призрак', 'прошлого»', 'который', 'прийти', 'пустой', 'рука', 'новый', 'возможность', 'наслаждаться', 'тот', 'дар', 'который', 'преподносить', 'судьба', 'отказываться', 'сомнительный', 'предложение', 'точно', 'выстрелить', 'полезно', 'прислушиваться', 'интуиция', 'сложный', 'вопрос', 'подсказать', 'верный', 'совет']"
272,2021-01-23,capricorn,"['звезда', 'сговориться', 'перевернуть', 'ваш', 'жизнь', 'нога', 'голова', 'смочь', 'помешать', 'прийтись', 'смириться', 'разглядывать', 'ситуация', 'новый', 'возможность', 'который', 'кстати', 'быть', 'сегодня', 'любить', 'деньга', 'поэтому', 'постараться', 'перекрывать', 'финансовый', 'канал', 'соглашаться', 'работа', 'принимать', 'выгодный', 'предложение', 'связываться', 'партнёр', 'иначе', 'фортуна', 'отвернуться']"
273,2021-01-23,aquarius,"['каждый', 'решение', 'сегодня', 'требовать', 'время', 'сила', 'это', 'правильно', 'сегодня', 'ваш', 'действие', 'слово', 'зависеть', 'близкий', 'будущее', 'также', 'звезда', 'советовать', 'браться', 'чтоть', 'новый', 'заводить', 'знакомство', 'это', 'обречь', 'провал', 'финансы', 'быть', 'осторожный', 'мочь', 'потратить', 'рассчитывать', 'полезно', 'концентрировать', 'внимание', 'старый', 'проблема', 'вопрос', 'который', 'мочь', 'заняться', 'прежде']"
274,2021-01-23,pisces,"['сегодня', 'захотеться', 'выходить', 'дверь', 'правильно', 'оставаться', 'дом', 'провести', 'день', 'свой', 'семья', 'мысль', 'смочь', 'разобраться', 'многое', 'подвергнуть', 'опасность', 'полезно', 'навести', 'порядок', 'дом', 'генеральный', 'уборка', 'помочь', 'разобраться', 'вещь', 'освободить', 'место', 'новый', 'энергия', 'маленький', 'спорить', 'доказывать', 'свой', 'мнение', 'хотеть', 'стрессовать', 'лишний']"
275,2021-01-24,aries,"['расставить', 'приоритет', 'выделить', 'тот', 'сфера', 'жизнь', 'который', 'нуждаться', 'глобальный', 'перемена', 'звезда', 'дать', 'сила', 'выполнить', 'задумать', 'изменить', 'жизнь', 'неузнаваемость', 'вообще', 'сегодня', 'вести', 'остальной', 'знак', 'стоить', 'это', 'воспользоваться', 'попытаться', 'реализовать', 'давний', 'мечта', 'рискнуть', 'любовь', 'деньга', 'проворонить', 'головокружительный', 'шанс']"
276,2021-01-24,gemini,"['пора', 'чтоть', 'менять', 'свой', 'жизнь', 'начать', 'привычка', 'добавить', 'жизнь', 'давно', 'хватать', 'время', 'дать', 'обещание', 'маленький', 'лениться', 'поверьте', 'прокрастинация', 'съедать', 'несколько', 'час', 'ваш', 'день', 'также', 'сегодня', 'крайне', 'важно', 'заниматься', 'полезный', 'любимый', 'дело', 'заниматься', 'чемтый', 'сила', 'вредный', 'испортить', 'настроение', 'повредить', 'самооценка']"
277,2021-01-24,taurus,"['стоить', 'бежать', 'впереди', 'паровоз', 'готовиться', 'тот', 'случиться', 'пытаться', 'выполнить', 'дело', 'задача', 'который', 'скопиться', 'долгий', 'время', 'скорее', 'запутаться', 'совершить', 'немало', 'ошибка', 'привести', 'жизнь', 'порядок', 'также', 'стоить', 'сохранять', 'дистанция', 'навязчивый', 'слишком', 'эмоциональный', 'человек', 'мочь', 'опасный', 'день']"
278,2021-01-24,cancer,"['заряжать', 'день', 'активность', 'сегодня', 'сидеть', 'место', 'заниматься', 'скучный', 'дело', 'иначе', 'звезда', 'разозлиться', 'браться', 'доставлять', 'радость', 'деньга', 'перемещаться', 'общаться', 'человек', 'смочь', 'приманить', 'позитивный', 'энергия', 'получить', 'интересный', 'предложение', 'особо', 'сложный', 'задача', 'решать', 'подключить', 'креативность']"
279,2021-01-24,leo,"['неспокойный', 'день', 'сложно', 'придерживаться', 'запланировать', 'сценарий', 'скорее', 'прийтись', 'подстраиваться', 'обстоятельство', 'играть', 'иной', 'правило', 'счастие', 'завтра', 'пойти', 'масло', 'посмотреть', 'сложный', 'ситуация', 'который', 'сегодня', 'подкинуть', 'вселенная', 'сторона', 'отличный', 'возможность', 'расшевелить', 'мозг', 'найти', 'обходный', 'путь', 'получить', 'новый', 'опыт']"
280,2021-01-24,virgo,"['день', 'пройти', 'спокойно', 'приятно', 'стать', 'усложнять', 'заниматься', 'должный', 'запланировать', 'мешать', 'другой', 'делать', 'самый', 'большой', 'общаться', 'унывать', 'изз', 'рутина', 'наоборот', 'сильно', 'стрессовать', 'ход', 'разговор', 'мочь', 'услышать', 'ценный', 'информация', 'чейтый', 'секрет', 'быть', 'осторожный', 'мочь', 'нечаянно', 'рассказать', 'тайна']"
281,2021-01-24,libra,"['накручивать', 'скорость', 'свет', 'один', 'единственный', 'мысль', 'дать', 'покой', 'думать', 'весь', 'день', 'постараться', 'отвлечься', 'общение', 'другой', 'человек', 'сработать', 'звезда', 'уверять', 'приготовить', 'впереди', 'позитивный', 'радостный', 'момент', 'жизнь', 'исполнение', 'маленький', 'желание', 'поэтому', 'нервничать', 'бояться', 'смысл']"
282,2021-01-24,scorpio,"['общаться', 'осторожный', 'сегодня', 'ктоть', 'задеть', 'ваш', 'самолюбие', 'покалечить', 'самооценка', 'ударить', 'эго', 'это', 'произойти', 'посмотреть', 'это', 'сторона', 'появиться', 'возможность', 'посмотреть', 'сторона', 'увидеть', 'свой', 'слабый', 'место', 'укрепить', 'позиция', 'поздний', 'утереть', 'нос', 'обидчик', 'также', 'звезда', 'советовать', 'верить', 'весь', 'тот', 'информация', 'который', 'поступать', 'сегодня', 'пропускать', 'информация', 'призма', 'критический', 'мышление']"
283,2021-01-24,sagittarius,"['общаться', 'налево', 'направо', 'сегодня', 'мочь', 'столкнуться', 'влиятельный', 'человек', 'познакомиться', 'интересный', 'личность', 'завязать', 'крепкий', 'отношение', 'также', 'любой', 'разговор', 'стандартный', 'ситуация', 'мочь', 'неожиданно', 'привести', 'головокружительный', 'результат', 'задавать', 'вопрос', 'человек', 'вселенная', 'дать', 'ёмкий', 'ответ', 'знак']"
284,2021-01-24,capricorn,"['сегодня', 'работа', 'возможно', 'хороший', 'решение', 'отложить', 'дело', 'завтра', 'отдохнуть', 'пообщаться', 'интересный', 'человек', 'поверьте', 'завтра', 'звезда', 'помочь', 'справиться', 'весь', 'задача', 'также', 'стоить', 'замечать', 'какой', 'тема', 'человек', 'входить', 'ваш', 'жизнь', 'именно', 'меняться', 'скорее', 'быть', 'сопровождать', 'протяжение', 'долгий', 'время']"
285,2021-01-24,aquarius,"['сместить', 'акцент', 'больший', 'дело', 'мелкий', 'который', 'быстро', 'расправиться', 'вполне', 'возможно', 'прийтись', 'заниматься', 'хотеться', 'стоить', 'потерпеть', 'ради', 'свой', 'будущее', 'также', 'звезда', 'советовать', 'перечить', 'стоить', 'выше', 'иначе', 'ваш', 'карьера', 'стремительно', 'пойти', 'к', 'дно', 'любовный', 'фронт', 'смысл', 'поставить', 'пауза', 'успеть', 'перезагрузить']"
286,2021-01-24,pisces,"['суета', 'начать', 'съедать', 'ваш', 'свободный', 'время', 'отдавать', 'бой', 'спокойно', 'ваш', 'решение', 'отдать', 'равно', 'прийтись', 'просто', 'выбор', 'полезно', 'фиксировать', 'интересный', 'идея', 'необычный', 'мысль', 'будущее', 'мочь', 'выстрелить', 'принести', 'серьёзный', 'деньга', 'несмотря', 'огромный', 'желание', 'перемена', 'личный', 'жизнь', 'работа', 'чтолибо', 'менять', 'стоить', 'испортить']"
287,2021-01-25,aries,"['новость', 'сложно', 'сосредоточиться', 'чемтый', 'один', 'попытаться', 'выделить', 'поток', 'самый', 'нужный', 'мысль', 'зацепиться', 'иначе', 'утонуть', 'пучина', 'информация', 'также', 'сегодня', 'звезда', 'подталкивать', 'разрешать', 'конфликт', 'расставлять', 'точка', '«i»', 'находить', 'компромисс', 'самый', 'сложный', 'ситуация', 'комуть', 'повезти', 'найтись', 'ответ', 'самый', 'сложный', 'вопрос']"
288,2021-01-25,gemini,"['срок', 'поджимать', 'удивительно', 'это', 'помогать', 'работа', 'результативность', 'качество', 'подрастать', 'ошибка', 'наоборот', 'попадаться', 'редкий', 'вредный', 'активно', 'высказывать', 'точка', 'зрение', 'откровенничать', 'малознакомый', 'человек', 'вполне', 'возможно', 'ваш', 'диалог', 'закончиться', 'скандал', 'также', 'звезда', 'советовать', 'ответственный', 'момент', 'отключать', 'эмоция', 'мешать', 'думать']"
289,2021-01-25,taurus,"['помогать', 'другой', 'идти', 'ваш', 'собственный', 'дело', 'такой', 'интересный', 'закономерность', 'действовать', 'сегодня', 'последующий', 'день', 'поэтому', 'звезда', 'советовать', 'творить', 'большой', 'добро', 'непростой', 'проблема', 'мочь', 'дать', 'трещина', 'натиск', 'креатив', 'смотреть', 'сложность', 'другой', 'угол', 'бояться', 'устраивать', 'мозговой', 'штурм']"
290,2021-01-25,cancer,"['сегодня', 'рак', 'окунуться', 'мир', 'романтик', 'загадка', 'интрига', 'простор', 'мысль', 'любовный', 'действие', 'найти', 'коготь', 'необычный', 'момент', 'звезда', 'предупреждать', 'потенциальный', 'партнёр', 'чтоть', 'утаивать', 'пребывать', 'отношение', 'стоить', 'аккуратный', 'чувство', 'эмоция', 'многообразие', 'нарушить', 'ваш', 'идиллия', 'работа', 'нужно', 'контролировать', 'процесс', 'бросать', 'дело', 'самотёк']"
291,2021-01-25,leo,"['уволиться', 'работа', 'признаться', 'любовь', 'записать', 'обалденный', 'песня', 'хватить', 'думать', 'пора', 'действовать', 'ваш', 'первый', 'попытка', 'обернуться', 'неудача', 'третий', 'пятый', 'раз', 'получиться', 'браться', 'дело', 'подряд', 'плохой', 'тактика', 'сегодня', 'стоить', 'сконцентрироваться', 'чемтый', 'один', 'завершить', 'это', 'свой', 'процент', 'также', 'неплохо', 'задуматься', 'здоровье', 'повредить', 'укрепить', 'иммунитет', 'такой', 'непростой', 'время']"
292,2021-01-25,virgo,"['сегодня', 'прийтись', 'думать', 'некий', 'сложный', 'вопрос', 'отпустить', 'сам', 'вечер', 'счастие', 'решение', 'проблема', 'принести', 'польза', 'близкие', 'окружающие', 'человек', 'прислушиваться', 'мнение', 'другой', 'человек', 'стоить', 'отказываться', 'свой', 'мысль', 'счёт', 'кстати', 'мочь', 'предложить', 'отличный', 'должность', 'глупо', 'отказываться', 'казаться', 'вполне', 'подходящий']"
293,2021-01-25,libra,"['лазить', 'лишний', 'кошелёк', 'звезда', 'советовать', 'экономить', 'иначе', 'скоро', 'прийтись', 'брать', 'долг', 'просто', 'близкий', 'будущее', 'скорее', 'понадобиться', 'кругленький', 'сумма', 'маленький', 'тратиться', 'лёгкий', 'поздний', 'попытаться', '«вскрыть»', 'контекст', 'обстоятельство', 'вселенная', 'подсказывать', 'какой', 'направление', 'нужно\xa0двигаться', 'работа', 'стоить', 'маленький', 'напрягаться', 'иначе', 'организм', 'выдержать']"
294,2021-01-25,scorpio,"['обман', 'мошенничество', 'поджидать', 'каждый', 'угол', 'быть', 'осторожный', 'новый', 'знакомый', 'коллега', 'друг', 'день', 'никто', 'верить', 'обсуждать', 'партнёр', 'руководитель', 'будущий', 'проект', 'действие', 'голова', 'приходить', 'блестящий', 'идея', 'также', 'звезда', 'советовать', 'навести', 'порядок', 'свой', '«берлоге»', 'раскладывать', 'полочка', 'мочь', 'обнаружить', 'важный', 'потерянный', 'вещь']"
295,2021-01-25,sagittarius,"['вгонять', 'рамка', 'мешать', 'жить', 'расширять', 'граница', 'искать', 'новый', 'возможность', 'попробовать', 'пробовать', 'познакомиться', 'нестандартный', 'человек', 'пересмотреть', 'свой', 'ценность', 'это', 'благо', 'принимать', 'серьёзный', 'решение', 'сутки', 'нужно', 'эмоционально', 'моментально', 'взвесить', '«за»', '«против»', 'прежде', 'ответить', 'кстати', 'новый', 'информация', 'испортить', 'ваш', 'настроение', 'помнить', 'пара', 'день', 'измениться']"
296,2021-01-25,capricorn,"['задача', 'новость', 'закрутить', 'воронка', 'проблема', 'попытаться', 'это', 'время', 'принимать', 'быстрый', 'взвесить', 'решение', 'день', 'изначально', 'неспокойный', 'стоить', 'взваливать', 'дополнительный', 'работа', 'пытаться', 'помочь', 'комуть', 'дело', 'сам', 'успеть', 'запланировать', 'также', 'мочь', 'обнаружить', 'ошибка', 'недочёт', 'готовый', 'работа', 'волноваться', 'стоить', 'быстро', 'справиться', 'весь']"
297,2021-01-25,aquarius,"['жизнь', 'стоить', 'место', 'некоторый', 'перемена', 'сложно', '«переварить»', 'найти', 'изменение', 'возможность', 'немало', 'сменить', 'свой', 'негатив', 'позитивный', 'лад', 'дело', 'пойти', 'быстро', 'успешно', 'чтоть', 'кардинально', 'менять', 'причём', 'свой', 'рука', 'вредный', 'мочь', 'нарушить', 'привычный', 'ход', 'вещь', 'испортить', 'свой', 'счастливый', 'будущее', 'трудный', 'решение', 'подключать', 'креатив', 'справиться', 'весь', 'проблема', 'сегодня']"
298,2021-01-25,pisces,"['спонтанность', 'сегодня', 'помочь', 'добиться', 'тот', 'высота', 'который', 'мечтать', 'думать', 'выбор', 'собирать', 'мнение', 'просчитывать', 'ход', 'бесполезно', 'вредный', 'потерять', 'очень', 'время', 'зря', 'конечный', 'итог', 'остаться', '«у', 'разбитый', 'корыта»', 'очень', 'важно', 'день', 'подвести', 'итог', 'проделать', 'оценить', 'победа', 'поражение', 'возможно', 'решиться', 'воплотить', 'мечта', 'жизнь', 'выбрать', 'новый', 'путь']"
299,2021-01-26,aries,"['отличный', 'день', 'овен', 'мочь', 'исполниться', 'маленький', 'желание', 'главное', 'активный', 'рассчитывать', 'собственный', 'сила', 'близкий', 'друг', 'родственник', 'слишком', 'занятый', 'решать', 'свой', 'проблема', 'также', 'звезда', 'советовать', 'осторожный', 'общий', 'целое', 'сегодня', 'вероятность', 'авария', 'травма', 'разношёрстный', 'неприятность', 'очень', 'повысить']"
300,2021-01-26,gemini,"['энергетический', 'потенциал', 'творческий', 'близнец', 'сегодня', 'неиссякаемый', 'развиваться', 'монетизировать', 'свой', 'продукт', 'искать', 'верный', 'партнёр', 'также', 'звезда', 'советовать', 'учиться', 'чужой', 'ошибка', 'свой', 'общаться', 'наблюдать', 'мотать', 'ус', 'негативный', 'опыт', 'единомышленник', 'эмоция', 'наоборот', 'мочь', 'испортить', 'день', 'поэтому', 'стараться', 'контролировать']"
301,2021-01-26,taurus,"['стоить', 'редкий', 'общаться', 'человек', 'особенно', 'конкурент', 'сегодня', 'мочь', 'выдать', 'чужой', 'тайна', 'зато', 'отличный', 'время', 'подтянуть', 'свой', 'профессиональный', 'навык', 'перенять', 'чемтый', 'горький', 'опыт', 'чтолибо', 'решать', 'принимать', 'предложение', 'хороший', 'идея', 'мочь', 'дать', 'неправильный', 'оценка', 'который', 'пожалеть', 'завтра', 'вечером', 'полезно', 'навести', 'порядок', 'дом']"
302,2021-01-26,cancer,"['вспышка', 'гнев', 'мочь', 'сжечь', 'отношение', 'контролировать', 'эмоция', 'частый', 'идти', 'компромисс', 'также', 'стоить', 'помогать', 'близкие', 'решать', 'тот', 'проблема', 'который', 'мочь', 'посмотреть', 'трезвый', 'ум', 'который', 'зависеть', 'ваш', 'будущее', 'вечером', 'устроить', 'генеральный', 'уборка', 'вместе', 'домашний', 'расчистить', 'место', 'перемена', 'кстати', 'общаться', 'процесс', 'мочь', 'укрепить', 'отношение', 'построить', 'план', 'близкий', 'день']"
303,2021-01-26,leo,"['сегодня', 'мочь', 'проворонить', 'очень', 'важный', 'вещь', 'поэтому', 'сам', 'утро', 'подмечать', 'изменение', 'окружение', 'приглядываться', 'знак', 'вселенная', 'возможно', 'подсказывать', 'чтоть', 'также', 'звезда', 'советовать', 'воплощать', 'свой', 'план', 'постепенно', 'резкий', 'движение', 'слово', 'будущее', 'день', 'построить', 'поторопиться', 'наоборот', 'испортить']"
304,2021-01-26,virgo,"['резкий', 'поворот', 'событие', 'сбить', 'толк', 'цепляться', 'моральный', 'ориентир', 'помнить', 'важный', 'рисковать', 'лишний', 'также', 'звезда', 'советовать', 'работать', 'уединение', 'коллективный', 'дело', 'быть', 'сбивать', 'ваш', '\xa0настроить', 'полезно', 'записывать', 'мысль', 'идея', 'будущее', 'смочь', 'довести', 'ум', 'применить', 'профессиональный', 'личный', 'жизнь']"
305,2021-01-26,libra,"['«не', 'верить', 'бояться', 'проси»', 'девиз', 'день', 'неделя', 'особенно', 'осторожно', 'стоить', 'вести', 'начальство', 'редкий', 'попадаться', 'глаз', 'руководитель', 'идти', 'ваш', 'дело', 'работа', 'серьёзный', 'разговор', 'домашний', 'переложить', 'день', 'никто', 'настроить', 'поддержать', 'хотеться']"
306,2021-01-26,scorpio,"['ситуация', 'момент', 'обстоятельство', 'складываться', 'чёткий', 'пазл', 'расслабиться', 'вмешиваться', 'план', 'вселенная', 'общение', 'сегодня', 'стоить', 'предельно', 'внимательный', 'быть', 'понимать', 'состояние', 'мысль', 'эмоция', 'собеседник', 'смочь', 'найти', 'компромисс', 'самый', 'сложный', 'момент', 'также', 'звезда', 'советовать', 'редкий', 'высказывать', 'свой', 'мнение', 'оно', 'навредить', 'ваш', 'карьера', 'личный', 'жизнь']"
307,2021-01-26,sagittarius,"['самооценка', 'падать', 'вместе', 'социальный', 'навык', 'сконцентрироваться', 'работа', 'ненароком', 'испортить', 'отношение', 'случай', 'семейный', 'проблема', 'стоить', 'убегать', 'собраться', 'весь', 'вместе', 'один', 'стол', 'поговорить', 'устраивать', 'прислушаться', 'другой', 'мнение', 'найти', 'компромисс', 'вечером', 'полезно', 'наводить', 'порядок', 'дом', 'расчищать', 'место', 'перемена']"
308,2021-01-26,capricorn,"['сегодня', 'захотеться', 'решить', 'проблема', 'один', 'мах', 'звезда', 'советовать', 'никуда', 'торопиться', 'двигаться', 'постепенно', 'совершить', 'какихлибо', 'ошибка', 'также', 'стоить', 'маленький', 'нервничать', 'притягивать', 'неприятность', 'жизнь', 'негативный', 'настрой', 'позитив', 'ваш', 'слово', 'мысль', 'идти', 'ваш', 'дело', 'вечер', 'провести', 'семья', 'смочь', 'подзарядиться', 'энергия', 'воспоминание', 'тепло', 'близкий', 'человек']"
309,2021-01-26,aquarius,"['искать', 'ответ', 'важный', 'вопрос', 'мочь', 'раскрыть', 'невероятный', 'тайна', 'подкрепить', 'свой', 'догадка', 'также', 'событие', 'день', 'мочь', 'указать', 'ваш', 'слабый', 'сторона', 'игнорировать', 'подсказка', 'пытаться', 'менять', 'жизнь', 'хороший', 'звезда', 'настоятельно', 'советовать', 'знакомиться', 'кемлибо', 'встреча', 'мочь', 'обернуться', 'фатальный', 'проблема']"
310,2021-01-26,pisces,"['набраться', 'смелость', 'решить', 'тот', 'проблема', 'который', 'хотеться', 'думать', 'решать', 'быть', 'укреплять', 'самооценка', 'возможно', 'находить', 'ответ', 'важный', 'вопрос', 'также', 'стоить', 'осторожный', 'эмоция', 'звезда', 'подсказывать', 'позитивный', 'чувство', 'мочь', 'выбить', 'колея', 'испортить', 'неделя', 'полезно', 'думать', 'будущее', 'строить', 'план', 'заводить', 'знакомство', 'авторитетный', 'человек']"
