,date,sign,text
741,2021-03-03,aquarius,"Искренность сегодня поможет не только наладить личные отношения, но и продвинуться по карьерной лестнице, так что будьте максимально честны и не бойтесь просить повышения. Постарайтесь держать под контролем эмоции – сегодня вы можете разрушить многое одной лишь вспышкой ярости. Также звезды советуют думать о будущем и делиться своими планами с окружающими."
742,2021-03-03,pisces,"Обстоятельства могут выбить почву из-под ног, но не стоит паниковать – вы сможете разрулить любую проблему, если будете инициативны и предприимчивы. Также звезды советуют сегодня не торопиться – лучше держать все под контролем и просчитывать следующие шаги – так вы не сможете совершить фатальную ошибку. Не отказывайтесь от лишней работы, ведь таким образом вы можете хорошенько подзаработать. "
743,2021-03-04,aries,"Сегодня новости проходят одна за другой, и очень важно научиться отсеивать все ненужное. Вообще, успех этого дня зависит исключительно от счастливого случая, поэтому расслабьтесь и плывите по течению жизни – вас обязательно прибьет к берегу удачи. А вот собеседников сейчас лучше выбирать – правильное окружение будет влиять не только на ваше настроение, но и вдохновлять на великие свершения."
744,2021-03-04,gemini,"Все сложные задачи сегодня вам по плечу, поэтому не бойтесь браться за что-то трудное и нестандартное. Общайтесь больше – сегодня вы можете переманить на свою сторону не только новых единомышленников, но и старых врагов. Также звезды советуют быть аккуратнее с деньгами – сейчас вы можете купить дорогие вещи, о которых давно мечтали, но они вред ли порадуют вас качеством и прослужат долго."
745,2021-03-04,taurus,"Вам сегодня крупно везет – звезды посылают отличные возможности и вдохновляют на великие дела. Постарайтесь быть активнее и успевать везде, чтобы не растратить везение на мелкие и ничего не стоящие дела. Также вспомните о своих желаниях – возможно, парочку из них вы можете воплотить в жизнь уже сейчас. На любовном фронте все просто обалденно – ваши отношения становятся крепче и двигаются в правильном направлении."
746,2021-03-04,cancer,"Сегодня вы настолько обворожительны, что можете найти общий язык абсолютно с любым оппонентом. Воспользуйтесь этой возможностью, чтобы наладить отношения с врагами или укрепить новые связи. Сейчас вы можете ввязаться в какую-либо историю, которая, что удивительно, повлияет на вашу карьеру плодотворно. Поэтому не бойтесь соглашаться на авантюры и сомнительные эксперименты – все завершится удачно."
747,2021-03-04,leo,"Отличный день, чтобы и поработать, и отдохнуть. Вообще, все обстоятельства сегодня будут складываться благоприятно для вас, а возможности – попадаться на каждом шагу. Но можно проворонить головокружительные шансы, если провести в своих мыслях весь день. Поэтому меньше думайте и больше действуйте. Также звезды советуют решать финансовые проблемы именно сейчас – вы сможете найти правильный выход из сложной ситуации."
748,2021-03-04,virgo,"Планируйте больше дел на первую половину дня – она будет самой удачной сегодня. Вы можете расправиться со всеми проблемами, решить сложные дела и успешно завершить переговоры до обеда. Обязательно воспользуйтесь этим. Ближе к вечеру могут появиться неприятности, но они не станут вас долго волновать – это будут временные трудности. А вот спешить с какими-либо решениями сейчас – не лучшая идея: постарайтесь взвешивать все «за» и «против», чтобы не ошибиться."
749,2021-03-04,libra,"Сегодня вас попытаются обмануть, поэтому не стоит верить чужому мнению, лучше опираться на факты. Также стоит настороженно общаться с людьми, которые крутятся возле вас постоянно – возможно, они выжидают удобный момент, чтобы воспользоваться вашей добротой. Кроме того, звезды советуют не спешить с решениями: постарайтесь взвешивать все «за» и «против», чтобы не ошибиться."
750,2021-03-04,scorpio,"Сегодня обстоятельства сложатся так, что придется принимать важное и серьезное решение молниеносно. И вы сможете выбрать правильный вариант, если будете верить в себя. Также соглашайтесь на предложения от хороших знакомых и верных друзей – все они обязательно выстрелят в будущем. Кроме того, звезды советуют смотреть по сторонам – сейчас вы можете познакомиться с любовью всей вашей жизни. "
751,2021-03-04,sagittarius,"Сегодня вы можете дать отпор любым неприятностям. Вы будете принимать решения быстро и легко, не концентрируясь на негативных сторонах вопроса. Также звезды советуют не забывать о своей конкретной цели – двигайтесь в ее направлении, и уже скоро вы сможете добиться своего. Полезно общаться с незнакомцами – сейчас вы настолько обворожительны, что можете произвести впечатление на любого человека – а это может быть выгодно."
752,2021-03-04,capricorn,"Не акцентируйте внимание на мелких деталях и пустых разговорах – сегодня вы можете открыть для себя новые головокружительные перспективы. Главное – не проворонить их, успеть воспользоваться. Соглашайтесь на предложения – в этот день вы можете вытянуть билет в безбедное будущее. Вообще, сейчас ваша удача напрямую зависит от правильно расставленных приоритетов и времени – выделите в списке дел самое важное и вспомните о тайм-менеджменте."
753,2021-03-04,aquarius,"Сегодня вы можете расправиться со старыми делами, которые сложно сдвинуть с места, решить трудные вопросы и, наконец, принять верные решения. Поэтому будьте активны и инициативны в этот день, чтобы успеть все и сразу. А вот с деньгами стоит быть осторожнее – сейчас вы можете потратить кругленькую сумму на покупки, которые не порадуют и не прослужат вам долго."
754,2021-03-04,pisces,"Вспомните о своих целях, к которым вы идете уже очень давно. Возможно, сейчас стоит пересмотреть свои шаги и планы: укрепить их, найти новые варианты и возможности. Вообще, сегодня вам придется принять сложное решение, от которого зависит ваше будущее, поэтому взвесьте все «за» и «против», чтобы позже не пожалеть об ответе. Будьте смелее и напористей, и это обязательно приманит к вам удачу."
755,2021-03-05,aries,"Сегодня стоит всему знать меру. Лишний кусок торта или бокал вина может ударить как по физическому, так и по ментальному здоровью. Нагружать себя спортом или работой – тоже плохая идея: можно что-то повредить или с чем-то не справиться. А вот больше общаться, наоборот, очень даже полезно – вы можете познакомиться с интересными людьми и получить отличные предложения."
756,2021-03-05,gemini,"Сегодня можно докопаться до истины и получить ответы на самые сложные вопросы. Поэтому смотрите по сторонам, расшифровывайте знаки и прислушивайтесь к новостям – все это может быть разгадкой или намеком на нее. Также звезды советуют и дальше общаться налево и направо – вы сможете познакомиться с нужными авторитетными людьми и получить неплохие предложения."
757,2021-03-05,taurus,"Не стоит бежать сломя голову за своими целями и мечтами: они все исполнятся, но в нужное время. Постарайтесь расслабиться и не доказывать свое мнение там, где оно совершенно не нужно. Спорить тоже вредно – вы потратите много сил и времени, при этом вас никто не услышит и даже не постарается понять. На работе сегодня лучше решать вопросы и задачи самостоятельно – коллеги и единомышленники будут вас серьезно тормозить."
758,2021-03-05,cancer,"Будьте открыты к деловым предложениям и проявляйте инициативу как на работе, так и в личной жизни. Не стоит довольствоваться малым – сегодня вам может достаться большой кусок пирога. Только стоит быть настороже, относиться ко всей информации критично – возможно, кто-то попробует обмануть вас или воспользоваться вашим положением в своих целях. Да и вам стоит реже высказывать свое мнение и идеи – их могут перевернуть и использовать против вас."
759,2021-03-05,leo,"Аварийный, полный неприятностей и ловушек день. Будьте все время настороже и постарайтесь не заниматься опасными делами. Вообще, сегодня лучше выбирать спокойные занятия и не перенапрягаться – это тоже может отразиться на вашем самочувствии. В целом вы сможете решить все проблемы и неприятности, но настроение от этого не поднимется. Постарайтесь снимать стресс, общаясь с приятными и любимыми людьми."
760,2021-03-05,virgo,"Осторожнее выбирайте оппонентов и единомышленников – сегодня ваше настроение и самочувствие будет зависеть исключительно от тех людей, кто рядом. Забот в этот день будет очень много, и у вас будет достаточно энергии, чтобы разобраться со всем. Могут порадовать и вдохновить новости, поэтому не отказывайтесь от общения и обязательно принимайте все звонки."
761,2021-03-05,libra,"Пришло время отдавать долги как материальные, так и духовные. Также полезно помогать тем, кто в этом нуждается – в будущем этот человек тоже не пройдет мимо вашей беды. Постарайтесь в этот день полагаться только на свои силы и не расстраивайтесь, если ошибетесь – через несколько попыток у вас все получится. А вот за новые дела сегодня лучше не браться – атмосфера этого дня слишком аварийная. "
762,2021-03-05,scorpio,"Каждая мысль сегодня – гениальная. Постарайтесь записывать свои идеи, чтобы не забыть, но не делитесь ими с окружающими – пока рано. Единственное, что может испортить этот день – ваши эмоции, поэтому держите их под контролем и в пиковый момент считайте до десяти. Также звезды советуют не перенапрягаться, иначе стресс ударить по физическому или ментальному здоровью."
763,2021-03-05,sagittarius,"Смело беритесь за новые задачи, знакомьтесь с новыми людьми, участвуйте в дискуссиях – сегодня все это принесет вам неоценимую пользу и, возможно, немалые деньги. Также сейчас очень важно не навешивать ярлыки на окружающих, не высматривать их ошибки, а пытаться найти компромиссы и точки соприкосновения. Кроме того, звезды советуют работать в своем темпе, не торопиться, иначе можно наломать дров."
764,2021-03-05,capricorn,"Нескончаемый поток дел и стресса вынудит расставить приоритеты. Постарайтесь понять, какие именно дела больше не могут терпеть и каким образом разобраться с ними быстро и удачно. Вообще, сегодня будет сложно что-либо контролировать, идти к намеченной цели, но в этом нет ничего страшного – доверьтесь судьбе, и вы увидите, что в конечном итоге пазлы складываются в четкую и верную картину."
765,2021-03-05,aquarius,"Прислушивайтесь к чужим советам – сегодня они будут эффективны и очень кстати. Также не бойтесь знакомиться и общаться – сейчас вы можете встретить нужного вам человека, который повлияет на ваше будущее. Единственное, что может испортить этот день – ваши эмоции, которые слишком сложно контролировать. Постарайтесь расслабляться и считать до десяти в пиковые моменты."
766,2021-03-05,pisces,"Полезно сегодня заниматься тем, что доставляет вам удовольствие и поднимает настроение. Хобби это будет, спорт или простые разговоры – неважно, главное, что это наполняет вас изнутри. А вот на работе стоит обращать внимание на мелочи – сейчас они могут испортить или преобразить всю картину вашего проекта. От конфликтов стоит держаться подальше – вам и так сложно контролировать свои эмоции."
767,2021-03-06,aries,"В этот выходной нужно отдыхать и расслабляться. А план на день лучше не составлять – действуйте по ситуациям и не перегружайте себя задачами и работой. Возможно, захочется пересчитать свой бюджет, подойти к планированию покупок и трат иначе – и это хорошо: вы можете сэкономить немаленькую сумму. Также звезды советуют научиться сегодня чему-то новому – так вы притяните в свою жизнь перемены."
768,2021-03-06,gemini,"Переносите все важные дела на следующие дни: сегодня вам лучше отдохнуть и набраться сил. То же самое относится и к внезапно появившимся делам – постарайтесь откреститься от них и потратить время на себя. А вот думать о работе, бизнесе и будущем в целом сейчас полезно – вы можете за пару минут спланировать будущие дни, которые благотворно повлияют на вашу карьеру и бюджет."
769,2021-03-06,taurus,"Задачи, диалоги и вопросы – все сегодня будет связано с близкими. При этом, возможно, у этих самых людей не будет достаточно времени на вас. Вместо того чтобы расстраиваться, постарайтесь посмотреть на ситуацию их глазами и понять, почему они ведут себя именно таким образом. Также звезды советуют максимально расслабиться, выбрать спокойный ленивый отдых – вам нужно запастись энергией перед новой сложной неделей."
770,2021-03-06,cancer,"Чувства и эмоции переполняют изнутри, не оставляя и шанса провести этот день спокойно. Постарайтесь контролировать себя и действовать четко по ранее написанному плану. Также полезно видеть шансы и возможности в простых и бытовых задачах – сейчас можно добиться большего, нежели вы планировали. Кроме того, звезды советуют пойти на примирение с теми людьми, с которыми прежде вы поругались в пух и прах – у вас получится укрепить свои отношения."
771,2021-03-06,leo,"Отличный день, когда все задачи, за которые вы беретесь, идут как по маслу. Постарайтесь в этот день отдавать предпочтение самым сложным делам, которые прежде вам не давались. Вообще, ваши успехи сегодня заряжают позитивом, оптимизмом и отличным настроением – постарайтесь заякорить такие ощущения, чтобы в трудные минуты грядущей недели «включать» эти приятные чувства."
772,2021-03-06,virgo,"День начнется с разногласий и ссор. Постарайтесь утром держать свои эмоции под контролем, сглаживать негативные ситуации, чтобы не развивать зарождающийся конфликт. К счастью, к обеду все станет куда проще и легче, а отрицательная атмосфера дня сменится на положительную. И это станет прекрасным моментом для делового общения, в ходе которого вам поступят отличные предложения."
773,2021-03-06,libra,"В этот выходной день стоит максимально расслабиться, зарядиться энергией на грядущую неделю. Заниматься можно только полезными и приятными делами, которые приносят вам только позитивные эмоции. А вот думать о работе – так себе идея: можете нажить лишний стресс. Полезно сейчас общаться, встречаться с друзьями – это поможет вам поддерживать позитивный настрой до самого вечера."
774,2021-03-06,scorpio,"Активность и инициативность сегодня помогут вам продвинуться по карьерной лестнице и познакомиться с авторитетными и нужными людьми. Тех же, кто в это время будет сидеть на месте, звезды расшевелят дополнительными проблемами. Также полезно в этот день общаться налево и направо и укреплять имеющиеся связи – все это позволит вам смелее предлагать свои идеи и планы. "
775,2021-03-06,sagittarius,"Откажитесь от какой-либо работы на сегодня и расслабьтесь на полную катушку. Вас ждет непростая неделя, и сейчас самое время сбросить стресс и запастись энергией. За яркими впечатлениями и хорошим настроением идите к друзьям и близким родственникам. Также полезно заниматься любимыми и приятными делами, которые могут наполнить вас изнутри. Возможно, обстоятельства подкорректируют ваши планы, но в этом нет ничего плохого – день завершится удачно в любом случае."
776,2021-03-06,capricorn,"Помогайте нуждающимся, поднимайте свое и чужое настроение, постарайтесь вдохновлять близких на полезные дела – сегодня таким образом вы не только заработаете лишний плюсик к карме, но и подтяните свою самооценку. Также звезды советуют позаботиться о своем здоровье – чаще гулять на свежем воздухе, заняться спортом (хотя бы зарядкой) и есть больше овощей и фруктов."
777,2021-03-06,aquarius,"Стоит понизить градус откровенности – можно нечаянно разболтать свои или чужие тайны. Также полезно говорить комплименты и поддерживать близких людей – ваша постоянная критика день за днем портит отношения. Возможно, некоторые задачи будут слишком сложны для вас – не опускайте руки и пытайтесь раз за разом, и тогда в конечном итоге у вас все получится."
778,2021-03-06,pisces,"Сегодня будет нелегко концентрироваться на задачах и важных делах. Постарайтесь собрать волю в кулак и приложить усилия, иначе можно проворонить все те возможности, которые сейчас вам подкидывают звезды. Полезно помогать близким и любимым, поддерживать их добрым словом – таким образом вы не только заработаете лишний плюсик к карме, но и подтяните свою самооценку."
779,2021-03-07,aries,"Сложно перейти от слов к делу, но сегодня и не стоит – двигайтесь в своем темпе. Полезно планировать свое будущее, думать над каждым шагом, заводить полезные знакомства – все это поможет в достижении вашей целей. Сейчас вы нуждаетесь в обновлении, и звезды советуют начать с собственного дома – выкиньте все ненужное и расчистите пространство для перемен."
780,2021-03-07,gemini,"Смягчайте острые углы в общении – сегодня люди будут настроены критично и негативно. Также смягчать придется и собственный эмоциональный фон – сейчас ваши чувства и нервы норовят испортить не только день, но и отношения с кем-либо. Вообще, для вас полезно провести этот день в уединении, проанализировать свои чувства, подумать над своим настоящим и будущим."
781,2021-03-07,taurus,"Раздавайте хуки проблемам направо и налево. Сегодня можно побороть даже закоренелые неприятности. Вредно терять контроль над ситуациями, иначе почва начнет уходить из-под ваших ног. Инициативы лучше попридержать – это не тот день, когда стоит рассказывать о своих идеях, их сейчас не смогут оценить по достоинству. Лучше выждите правильное время в будущем, и все выйдет так, как вы планировали."
782,2021-03-07,cancer,"Силы на нуле, но обстоятельства подталкивают к быстрым реакциям. Будьте начеку, чтобы ничего не упустить. При этом пытайтесь быть подальше от безумного потока дел и информации, чтобы вас не накрыло с головой. Полезно общаться сегодня с приятными людьми, обсуждать недавние события и поднимать себе настроение новостями. Также звезды советуют задуматься о безопасности собственного дома."
783,2021-03-07,leo,"Вы запинаетесь о «кочки» на вашем жизненном пути, но какая дороге без приключений? Главное – сохранить равновесие и не упасть. Полезно сегодня концентрировать внимание на деталях – они играют главную роль в любом деле и задаче. А вот давление на кого-либо – худшая тактика сегодня, которая вызовет совершенно противоположную реакцию, нежели та, на которую вы рассчитывали."
784,2021-03-07,virgo,"Не пускайте дела на самотек, пытайтесь контролировать каждый процесс. Также звезды советуют сегодня подтянуть все хвосты: доделать старый проект, заполнить документы, послать письма. Лавина дел сойдет на вас на этой новой неделе, и важно начать ее налегке. Полезно рекламировать свои положительные стороны и навыки – уже скоро кто-то захочет сделать вам интересное предложение. Ловите возможности и пользуйтесь расположением людей – сейчас можно."
785,2021-03-07,libra,"Подходите ко всему основательно, готовьтесь серьезно. К сожалению, сегодня вы не сможете импровизировать и придумывать хорошие идеи на ходу. Также звезды советуют расстаться с иллюзиями, которые тянут вас назад – смотрите на мир реалистично и не бойтесь действовать грубо и напористо. Вообще, сегодня важно действовать, а не стоять на месте – у вас есть шанс притянуть в свою жизнь удачу, и им необходимо воспользоваться."
786,2021-03-07,scorpio,"Звезды советую прислушиваться к интуиции, здравому смыслу и настырно игнорировать малознакомых персон, которые могут подсказать вам неправильный путь. Если вы будете верны своим принципам, в вашей жизни начнется новый, позитивный период, наполненный долгими моментами радости. Берите за основу чужой положительный опыт и учитесь новому – в будущем это обязательно поможет увернуться от проблем. Беритесь на новые проекты и верьте в себя."
787,2021-03-07,sagittarius,"Не стоит соглашаться на авантюры сегодня – все они имеют потенциально неблагоприятный исход. Зачастую они будут затеяны близкими и друзьями, и на первый взгляд не будут выглядеть опасно. Любое приключение оставит положительные эмоции, если вы выйдите из игры вовремя. В ином случае на ваши плечи ляжет ответственность за действия и слова других людей, и повысится шанс попасть в зону риска. "
788,2021-03-07,capricorn,"Расставляйте приоритеты и наводите порядок в тех сферах жизни, которые сильно страдают. Также сейчас очень важно работать на перспективу, чтобы будущее было стабильным и безопасным. Звезды, кстати, подкинут вам немало шансов изменить свое настоящее и преуспеть в карьере – обязательно воспользуйтесь ими. А вот в личных отношениях уже царит мир, любовь и взаимопонимание. Наслаждайтесь этим временем."
789,2021-03-07,aquarius,"Эмоциональный тайфун сбивает не только рабочий настрой, но и рушит даже маленькие шансы на позитивный и адекватный день. Постарайтесь разобраться с чувствами утром, чтобы вторая половина дня прошла плодотворно. Также погоня за острыми ощущениями сегодня может натолкнуть на необдуманные поступки и привести к сложным, стыдным и неприятным историям. Старайтесь контролировать себя изо всех сил, иначе завтра придется просить прошения у многих."
790,2021-03-07,pisces,"Кто-то весь день будет ставить вам подножки, чтобы вы не бежали к своей цели так быстро. Старайтесь меньше нервничать из-за этого и вычислять протагониста. Также стоит молниеносно реагировать на острые ситуации и неожиданные обстоятельства – сейчас вы рискуете не только статусом, деньгами или временем, но и собственным здоровьем. Кстати, чем смелее и решительные вы будете сегодня, тем успешнее пройдет вся следующая неделя, поэтому включайте позитив."
791,2021-03-08,aries,"Несмотря на этот выходной день, сегодня у вас есть отличная возможность продвинуться по карьерной лестнице – абсолютно все ваши идеи будут бить прямо в цель, поэтому самое время делиться своими мыслями с начальством или партнерами. А уже вечером можно сесть за праздничный стол, поздравить любимых женщин или принять поздравления. Главное – знать меру в еде и алкоголе, чтобы начать завтрашний рабочий день со свежей головой."
792,2021-03-08,gemini,"Сегодня у вас достаточно сил, чтобы справиться со всеми навалившимися проблемами. Несмотря на выходной день, на работе будет так много задач, что придется отвести на их решение некоторое время, бытовых хлопот тоже немало (особенно если вы принимаете гостей в этот день), поэтому вам придется четко распределять свое время, чтобы успеть все. Также не забудьте поздравить любимых женщин."
793,2021-03-08,taurus,"Сегодня стоит просчитывать каждый свой шаг, действовать максимально осторожно, чтобы не только не испортить свою карьеру, но и не разрушить отношения с близкими. Постарайтесь прислушиваться к чужому мнению и искать компромисс во всех вопросах – только так вы сможете закончить день достойно. Также не забудьте в этот день поздравить любимых и близких женщин."
794,2021-03-08,cancer,"Сегодня внутри вас столько энергии, что хочется не только разобраться со старыми делами, но и начать что-то новенькое. Попридержите коней – сейчас не лучшее время для новых проектов. Если у вас останется время после рабочих дел, обратите ваше внимание на домашние хлопоты – их скопилось немало. Полезно строить наполеоновские планы на будущее. Также не забудьте в этот день поздравить любимых и близких женщин."
795,2021-03-08,leo,"Несмотря на выходной день, сегодня у вас будет возможность, наконец, сдвинуть с места старые дела и задачи. Не провороньте этот шанс – уже завтра его не будет. Также звезды советуют быстрее реагировать на обстоятельства – в этот день каждая секунда будет на счету. А вот на любовном фронте, чтобы избежать проблем, придется идти на уступки и замалчивать свое личное мнение. Также не забудьте сегодня поздравить любимых и близких женщин."
796,2021-03-08,virgo,"Пора не только думать о будущем, но и строить конкретные планы. Постарайтесь привлечь к своим размышлениям и вторую половинку – поговорите о том, как каждый из вас видит следующие годы и какие планы возлагает на отношения. Полезно в этот день браться за те дела, которые предполагают финансовую выгоду. Также не забудьте в этот день поздравить любимых и близких женщин."
797,2021-03-08,libra,"Сегодня вам хочется убежать подальше даже от близких. Вам необходимо побыть наедине с самим собой и понять, что же вы хотите от жизни. Чтобы не обидеть любимых, постарайтесь объяснить им, что вам нужно время на себя. Также в этот день у вас будет немало возможностей осуществить свои старые идеи, сдвинуть с места прошлые планы – не провороньте эти шансы. Кроме того, не забудьте поздравить любимых и близких женщин."
798,2021-03-08,scorpio,"Думайте и обсуждайте планы на будущее – если сегодня вы напишите очень точный сценарий, то он воплотится в жизнь в скором времени. Вредно ввязываться в споры – вряд ли вы добьетесь истины. Полезно хлопотать по дому, наводить порядок и расставлять все по полочкам. Тем более, если сегодня вы планировали устроить небольшой праздник и пригласить гостей. Также не забудьте в этот день поздравить любимых и близких женщин."
799,2021-03-08,sagittarius,"Все проблемы этого дня имеют под собой подоплеку. Постарайтесь понять, откуда ноги растут и каким образом эти неприятности могут повлиять на вашу жизнь. Но не паникуйте – вы очень быстро найдете решения и ответы, если не пустите все на самотек. Полезно общаться с друзьями и близкими – сегодня они могут натолкнуть вас на интересные мысли. Также не забудьте в этот день поздравить любимых и близких женщин."
800,2021-03-08,capricorn,"Сегодня стоит сконцентрировать внимание на вопросах и проблемах, которые тревожат не только вас, но и ваших близких людей. Постарайтесь решать их постепенно – они могут быть намного сложнее и коварнее, нежели вам казалось. А на любовном фронте все прекрасно – будет возможность укрепить отношения или перейти на новый уровень. Также не забудьте в этот день поздравить любимых и близких женщин."
